"Unit1","Faction1","Class1","CompClass1","Tier1","Cost1","Unit2","Faction2","Class2","CompClass2","Tier2","Cost2","Any Wins","Outright Wins","Win Through Flee","Ties","Lose Through Flee","Outright Losses","Any Losses","Total Destructions","AvgRounds","AvgUnit1Models","AvgUnit1Hp","AvgUnit2Models","AvgUnit2Hp"
"Coppersand Bladestorms","Coppersand","Golems","Attack Infantry","2","0","Silk Court Warriors","Silk Court","Spiderlings","Warriors","1","2","715","425","290","0","102","69","171","114","1.62","1.41","2.37","0.82","0.82"
"Coppersand Minetomatons","Coppersand","Golems","Unique","2","0","Coppersand Gunners","Coppersand","Mechanics","Archers","1","2","985","682","303","0","4","0","4","11","1.16","2.24","3.97","0.42","0.42"
"Coppersand Clay Golems","Coppersand","Golems","Heavy Infantry","2","0","Gobbo Cap'n Bangtidy","Gobbo","Leader","War Machine Hero","3","0","809","662","147","0","140","19","159","32","2.55","2.04","5.83","0.31","1.07"
"Coppersand Snipers","Coppersand","Mechanics","Archers","1","3","Scaled Empire Wyrm Prince","Scaled Empire","Leader","Monster Hero","3","0","73","2","71","0","354","555","909","18","2.22","0.89","0.89","0.98","4.45"
"Coppersand Juggernaut","Coppersand","Colossus","Monster","2","0","Ratkin Warriors","Ratkin","Rats","Warriors","1","2","605","91","514","0","24","256","280","115","1.94","0.63","1.54","2.51","2.51"
"Coppersand Bladestorms","Coppersand","Golems","Attack Infantry","2","0","Silk Court Webspitters","Silk Court","Spiderlings","Infantry","1","3","567","313","254","0","182","147","329","104","1.79","1.26","2.12","1.24","1.24"
"Coppersand Minetomatons","Coppersand","Golems","Unique","2","0","Coppersand Sappers","Coppersand","Mechanics","Unique","1","2","1000","696","304","0","0","0","0","0","1.17","2.53","4.54","0.42","0.42"
"Coppersand Clay Golems","Coppersand","Golems","Heavy Infantry","2","0","Gobbo Funguspeddler","Gobbo","Leader","Warrior Hero","3","0","350","314","36","0","254","102","356","294","1.75","0.83","2.23","0.39","0.95"
"Coppersand Snipers","Coppersand","Mechanics","Archers","1","3","Scaled Empire Sharpshooter","Scaled Empire","Leader","Archer Hero","3","0","214","140","74","0","301","273","574","212","2.10","1.03","1.03","0.65","1.60"
"Coppersand Juggernaut","Coppersand","Colossus","Monster","2","0","Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","611","102","509","0","22","229","251","138","1.96","0.63","1.56","2.46","2.46"
"Coppersand Bladestorms","Coppersand","Golems","Attack Infantry","2","0","Silk Court Trappers","Silk Court","Spiderlings","Infantry","1","3","718","429","289","0","98","67","165","117","1.63","1.41","2.39","0.82","0.82"
"Coppersand Minetomatons","Coppersand","Golems","Unique","2","0","Coppersand Supplicants","Coppersand","Mechanics","Unique","1","2","988","693","295","0","3","0","3","9","1.15","2.23","3.96","0.40","0.40"
"Coppersand Clay Golems","Coppersand","Golems","Heavy Infantry","2","0","Gobbo The Green Wolf","Gobbo","Leader","Cav Hero","3","0","608","545","63","0","254","33","287","105","2.21","1.44","4.03","0.35","0.95"
"Coppersand Juggernaut","Coppersand","Colossus","Monster","2","0","Ratkin Pelters","Ratkin","Rats","Archers","1","2","711","198","513","0","9","142","151","138","1.84","0.72","1.74","1.97","1.97"
"Coppersand Bladestorms","Coppersand","Golems","Attack Infantry","2","0","Silk Court Huntsmen","Silk Court","Spiderlings","Archers","1","2","921","589","332","0","31","6","37","42","1.46","1.91","3.34","0.57","0.57"
"Coppersand Minetomatons","Coppersand","Golems","Unique","2","0","Coppersand Artificers","Coppersand","Mechanics","Infantry","1","3","940","576","364","0","16","5","21","39","1.32","1.88","3.26","0.54","0.54"
"Coppersand Clay Golems","Coppersand","Golems","Heavy Infantry","2","0","Ratkin The Ratking","Ratkin","Leader","Unique Hero","3","0","799","795","4","0","133","3","136","65","1.31","1.71","5.01","0.14","0.21"
"Coppersand Juggernaut","Coppersand","Colossus","Monster","2","0","Ratkin Horde","Ratkin","Rats","Chaff","1","1","931","229","702","0","4","21","25","44","1.72","0.94","3.01","2.65","2.65"
"Coppersand Bladestorms","Coppersand","Golems","Attack Infantry","2","0","Silk Court Trapdoors","Silk Court","Spiderlings","Unique","1","3","829","522","307","0","59","28","87","84","1.44","1.57","2.68","0.66","0.66"
"Coppersand Minetomatons","Coppersand","Golems","Unique","2","0","Coppersand Snipers","Coppersand","Mechanics","Archers","1","3","971","620","351","0","13","3","16","13","1.32","2.11","3.75","0.55","0.55"
"Coppersand Clay Golems","Coppersand","Golems","Heavy Infantry","2","0","Ratkin The Cabal","Ratkin","Leader","Mage Hero","3","0","924","622","302","0","73","1","74","2","2.19","2.50","7.26","0.58","0.95"
"Coppersand Juggernaut","Coppersand","Colossus","Monster","2","0","Ratkin Assasslings","Ratkin","Rats","Infantry","1","3","433","83","350","0","22","342","364","203","1.71","0.46","0.96","2.27","2.27"
"Coppersand Bladestorms","Coppersand","Golems","Attack Infantry","2","0","Silk Court Squires","Silk Court","Spiderlings","Heavy Infantry","1","2","900","518","382","0","52","19","71","29","1.91","1.93","3.40","0.82","0.82"
"Coppersand Minetomatons","Coppersand","Golems","Unique","2","0","Coppersand Clay Golems","Coppersand","Golems","Heavy Infantry","2","0","504","146","358","0","72","359","431","65","2.06","0.94","1.55","1.17","3.08"
"Coppersand Clay Golems","Coppersand","Golems","Heavy Infantry","2","0","Ratkin The Grand Rataltar","Ratkin","Leader","Hybrid Mage Hero","3","0","919","825","94","0","76","0","76","5","1.65","2.38","6.98","0.17","0.35"
"Coppersand Juggernaut","Coppersand","Colossus","Monster","2","0","Ratkin Peltlings","Ratkin","Rats","Chaff","1","1","952","214","738","0","1","14","15","33","1.66","0.95","3.06","2.87","2.87"
"Coppersand Bladestorms","Coppersand","Golems","Attack Infantry","2","0","Silk Court Jumpers","Silk Court","Knights","Flyer","2","0","930","578","352","0","25","11","36","34","1.44","1.92","3.34","0.61","0.61"
"Coppersand Clay Golems","Coppersand","Golems","Heavy Infantry","2","0","Ratkin The Twins","Ratkin","Leader","Warrior Hero","3","0","576","402","174","0","293","84","377","47","2.20","1.59","4.32","0.74","1.67"
"Coppersand Juggernaut","Coppersand","Colossus","Monster","2","0","Ratkin Ninjas","Ratkin","Elites","Fast Infantry","2","0","314","29","285","0","47","525","572","114","1.83","0.36","0.75","3.14","3.14"
"Coppersand Bladestorms","Coppersand","Golems","Attack Infantry","2","0","Silk Court Tarantulas","Silk Court","Knights","Heavy Cavalry","2","0","44","3","41","0","354","601","955","1","2.21","0.59","0.97","3.68","6.91"
"Coppersand Minetomatons","Coppersand","Golems","Unique","2","0","Coppersand Bladestorms","Coppersand","Golems","Attack Infantry","2","0","577","351","226","0","98","104","202","221","1.50","1.06","1.76","0.56","0.88"
"Coppersand Clay Golems","Coppersand","Golems","Heavy Infantry","2","0","Ratkin The Packrat","Ratkin","Leader","Warrior Hero","3","0","727","654","73","0","215","16","231","42","2.22","1.88","5.35","0.30","0.75"
"Coppersand Juggernaut","Coppersand","Colossus","Monster","2","0","Ratkin Heavies","Ratkin","Elites","Heavy Infantry","2","0","276","34","242","0","78","561","639","85","2.25","0.35","0.79","3.54","3.54"
"Coppersand Bladestorms","Coppersand","Golems","Attack Infantry","2","0","Silk Court Widowmakers","Silk Court","Knights","Light Cavalry","2","0","565","108","457","0","68","307","375","60","2.17","1.10","1.83","1.72","3.00"
"Coppersand Minetomatons","Coppersand","Golems","Unique","2","0","Coppersand Juggernaut","Coppersand","Colossus","Monster","2","0","501","428","73","0","97","79","176","323","1.56","0.94","1.55","0.25","0.49"
"Coppersand Clay Golems","Coppersand","Golems","Heavy Infantry","2","0","Boneborn Grand Necromancer","Boneborn","Leader","Mage Hero","3","0","968","968","0","0","32","0","32","0","1.45","2.71","8.08","0.03","0.11"
"Coppersand Juggernaut","Coppersand","Colossus","Monster","2","0","Ratkin Throatnicks","Ratkin","Elites","Attack Infantry","2","0","64","4","60","0","18","879","897","39","1.15","0.08","0.20","4.79","4.79"
"Coppersand Bladestorms","Coppersand","Golems","Attack Infantry","2","0","Silk Court Shimmerwebs","Silk Court","Shifters","Heavy Infantry","2","0","765","434","331","0","95","65","160","75","1.91","1.56","2.67","0.94","0.94"
"Coppersand Minetomatons","Coppersand","Golems","Unique","2","0","Coppersand Overseer","Coppersand","Colossus","Monster","2","0","869","770","99","0","18","3","21","110","1.40","1.69","2.91","0.12","0.21"
"Coppersand Clay Golems","Coppersand","Golems","Heavy Infantry","2","0","Boneborn Banshee Queen","Boneborn","Leader","Hybrid Mage Hero","3","0","335","335","0","0","664","1","665","0","1.56","2.65","7.76","0.67","2.09"
"Coppersand Juggernaut","Coppersand","Colossus","Monster","2","0","Ratkin Fearaltar","Ratkin","Rataltar","Support Mage","2","0","842","790","52","0","34","4","38","120","1.23","0.88","2.38","0.09","0.13"
"Coppersand Bladestorms","Coppersand","Golems","Attack Infantry","2","0","Silk Court Webdancers","Silk Court","Shifters","Unique","2","0","722","443","279","0","101","57","158","120","1.65","1.39","2.36","0.79","0.79"
"Coppersand Minetomatons","Coppersand","Golems","Unique","2","0","Coppersand Warcrane","Coppersand","Colossus","Monster","2","0","734","612","122","0","82","36","118","148","1.86","1.45","2.47","0.24","0.54"
"Coppersand Clay Golems","Coppersand","Golems","Heavy Infantry","2","0","Boneborn The Gravedigger","Boneborn","Leader","Warrior Hero","3","0","565","565","0","0","290","74","364","71","2.73","1.53","4.25","0.36","1.23"
"Coppersand Juggernaut","Coppersand","Colossus","Monster","2","0","Ratkin Swarmaltar","Ratkin","Rataltar","Support Mage","2","0","961","888","73","0","6","1","7","32","1.23","0.97","3.00","0.08","0.10"
"Coppersand Bladestorms","Coppersand","Golems","Attack Infantry","2","0","Silk Court Mimics","Silk Court","Shifters","Unique","2","0","587","366","221","0","144","102","246","167","1.58","1.13","1.86","0.90","0.90"
"Coppersand Minetomatons","Coppersand","Golems","Unique","2","0","Coppersand Grand Bombard","Coppersand","Artillery","War Machine","2","0","998","986","12","0","2","0","2","0","1.02","2.77","4.76","0.01","0.02"
"Coppersand Clay Golems","Coppersand","Golems","Heavy Infantry","2","0","Boneborn Dracolich","Boneborn","Leader","Monster Hero","3","0","424","424","0","0","330","152","482","94","2.56","1.18","3.25","0.48","1.67"
"Coppersand Juggernaut","Coppersand","Colossus","Monster","2","0","Ratkin Feastaltar","Ratkin","Rataltar","Support Mage","2","0","936","870","66","0","8","3","11","53","1.25","0.94","2.80","0.08","0.10"
"Coppersand Bladestorms","Coppersand","Golems","Attack Infantry","2","0","Silk Court Cocoon Cannon","Silk Court","Webcannon","War Machine","2","0","995","952","43","0","5","0","5","0","1.10","2.46","4.34","0.05","0.06"
"Coppersand Minetomatons","Coppersand","Golems","Unique","2","0","Coppersand Hookshot","Coppersand","Artillery","War Machine","2","0","1000","986","14","0","0","0","0","0","1.02","2.77","4.76","0.01","0.02"
"Coppersand Clay Golems","Coppersand","Golems","Heavy Infantry","2","0","Boneborn Archrevenant","Boneborn","Leader","Warrior Hero","3","0","273","273","0","0","405","301","706","21","2.75","1.08","2.83","0.71","3.59"
"Coppersand Juggernaut","Coppersand","Colossus","Monster","2","0","Ratkin Chumpwagon","Ratkin","Ratwagons","Unique","2","0","870","770","100","0","10","4","14","116","1.32","0.88","2.54","0.11","0.18"
"Coppersand Bladestorms","Coppersand","Golems","Attack Infantry","2","0","Silk Court Spitter","Silk Court","Webcannon","War Machine","2","0","942","942","0","0","41","0","41","17","1.32","2.28","4.00","0.04","0.12"
"Coppersand Minetomatons","Coppersand","Golems","Unique","2","0","Coppersand Surpressor","Coppersand","Artillery","War Machine","2","0","1000","965","35","0","0","0","0","0","1.07","2.71","4.70","0.04","0.05"
"Coppersand Clay Golems","Coppersand","Golems","Heavy Infantry","2","0","Silk Court Huntmistress","Silk Court","Leader","Archer Hero","3","0","868","770","98","0","112","2","114","18","1.97","2.04","5.94","0.21","0.51"
"Coppersand Juggernaut","Coppersand","Colossus","Monster","2","0","Ratkin Battering-Rat","Ratkin","Ratwagons","Chariot","2","0","804","724","80","0","18","7","25","171","1.55","0.82","2.11","0.11","0.19"
"Coppersand Bladestorms","Coppersand","Golems","Attack Infantry","2","0","Silk Court Weblayer","Silk Court","Webcannon","War Machine","2","0","995","955","40","0","3","0","3","2","1.12","2.48","4.36","0.04","0.06"
"Coppersand Minetomatons","Coppersand","Golems","Unique","2","0","Scaled Empire Warriors","Scaled Empire","Infantry","Warriors","1","2","801","388","413","0","50","34","84","115","1.48","1.55","2.69","0.95","0.95"
"Coppersand Clay Golems","Coppersand","Golems","Heavy Infantry","2","0","Silk Court Court Poisoner","Silk Court","Leader","Hybrid Mage Hero","3","0","746","656","90","0","361","1","362","21","1.82","2.18","6.10","0.40","0.98"
"Coppersand Juggernaut","Coppersand","Colossus","Monster","2","0","Ratkin Thiefwagon","Ratkin","Ratwagons","Chariot","2","0","685","530","155","0","28","24","52","263","1.78","0.71","1.78","0.21","0.51"
"Coppersand Bladestorms","Coppersand","Golems","Attack Infantry","2","0","Redspines Warriors","Redspines","Warband","Warriors","1","2","497","243","254","0","93","98","191","312","1.40","0.89","1.44","0.84","0.84"
"Coppersand Minetomatons","Coppersand","Golems","Unique","2","0","Scaled Empire Militia","Scaled Empire","Infantry","Chaff","1","1","966","339","627","0","7","3","10","24","1.11","2.32","4.16","1.22","1.22"
"Coppersand Clay Golems","Coppersand","Golems","Heavy Infantry","2","0","Silk Court Mistress of Whispers","Silk Court","Leader","Mage Hero","3","0","946","858","88","0","54","0","54","0","1.64","2.51","7.39","0.14","0.30"
"Coppersand Juggernaut","Coppersand","Colossus","Monster","2","0","Boneborn Warriors","Boneborn","Skeletons","Warriors","1","2","623","623","0","0","39","114","153","224","1.89","0.66","1.26","0.39","0.39"
"Coppersand Bladestorms","Coppersand","Golems","Attack Infantry","2","0","Redspines Archers","Redspines","Warband","Archers","1","2","667","308","359","0","63","41","104","229","1.39","1.22","2.06","0.86","0.86"
"Coppersand Minetomatons","Coppersand","Golems","Unique","2","0","Scaled Empire Firepowder Corps","Scaled Empire","Infantry","Archers","1","2","961","588","373","0","13","0","13","26","1.31","2.05","3.61","0.69","0.69"
"Coppersand Clay Golems","Coppersand","Golems","Heavy Infantry","2","0","Silk Court Handmaid","Silk Court","Leader","Mage Hero","3","0","957","871","86","0","39","0","39","4","1.63","2.46","7.29","0.13","0.25"
"Coppersand Overseer","Coppersand","Colossus","Monster","2","0","Gobbo Warriors","Gobbo","Goblins","Warriors","1","2","243","38","205","0","111","470","581","176","1.91","0.35","0.81","2.06","2.06"
"Coppersand Juggernaut","Coppersand","Colossus","Monster","2","0","Boneborn Archers","Boneborn","Skeletons","Archers","1","2","881","881","0","0","5","21","26","93","1.73","0.89","2.05","0.06","0.06"
"Coppersand Bladestorms","Coppersand","Golems","Attack Infantry","2","0","Redspines Beserks","Redspines","Warband","Fast Infantry","1","3","446","196","250","0","67","131","198","356","1.40","0.79","1.31","0.83","0.83"
"Coppersand Minetomatons","Coppersand","Golems","Unique","2","0","Scaled Empire Scout Corps","Scaled Empire","Infantry","Archers","1","3","967","509","458","0","9","4","13","20","1.29","2.16","3.84","0.80","0.80"
"Coppersand Clay Golems","Coppersand","Golems","Heavy Infantry","2","0","Silk Court Broodmother","Silk Court","Leader","Monster Hero","3","0","2","2","0","0","636","362","998","0","2.76","1.06","2.50","1.00","5.87"
"Coppersand Overseer","Coppersand","Colossus","Monster","2","0","Gobbo Bomb Squad","Gobbo","Goblins","Unique","1","3","0","0","0","0","0","0","0","1000","1.00","0.00","0.00","0.00","0.00"
"Coppersand Juggernaut","Coppersand","Colossus","Monster","2","0","Boneborn Revenants","Boneborn","Skeletons","Infantry","1","3","805","805","0","0","22","60","82","113","1.90","0.83","1.77","0.21","0.21"
"Coppersand Bladestorms","Coppersand","Golems","Attack Infantry","2","0","Redspines Crowseekers","Redspines","Warband","Infantry","1","2","650","310","340","0","51","55","106","244","1.45","1.16","1.94","0.85","0.85"
"Coppersand Minetomatons","Coppersand","Golems","Unique","2","0","Scaled Empire Scalewall","Scaled Empire","Infantry","Heavy Infantry","1","3","679","307","372","0","98","80","178","143","1.68","1.38","2.34","1.22","1.22"
"Coppersand Clay Golems","Coppersand","Golems","Heavy Infantry","2","0","Redspines Crowcaller","Redspines","Leader","Mage Hero","3","0","803","721","82","0","165","14","179","18","1.96","1.88","5.43","0.26","0.64"
"Coppersand Overseer","Coppersand","Colossus","Monster","2","0","Gobbo Beserkers","Gobbo","Goblins","Fast Infantry","1","3","236","54","182","0","114","480","594","170","1.89","0.35","0.80","2.05","2.05"
"Coppersand Juggernaut","Coppersand","Colossus","Monster","2","0","Boneborn Wights","Boneborn","Skeletons","Heavy Infantry","1","3","469","469","0","0","367","71","438","93","1.89","0.84","2.35","1.73","1.73"
"Coppersand Bladestorms","Coppersand","Golems","Attack Infantry","2","0","Redspines Relentless","Redspines","Warband","Infantry","1","3","449","227","222","0","94","101","195","356","1.38","0.81","1.32","0.82","0.82"
"Coppersand Minetomatons","Coppersand","Golems","Unique","2","0","Scaled Empire Horsebreakers","Scaled Empire","Infantry","Infantry","1","3","797","404","393","0","51","47","98","105","1.48","1.55","2.69","0.95","0.95"
"Coppersand Clay Golems","Coppersand","Golems","Heavy Infantry","2","0","Redspines The Brewer","Redspines","Leader","Mage Hero","3","0","900","821","79","0","93","0","93","7","1.68","2.20","6.44","0.17","0.34"
"Coppersand Overseer","Coppersand","Colossus","Monster","2","0","Gobbo Archers","Gobbo","Goblins","Archers","1","2","576","176","400","0","62","179","241","183","2.03","0.64","1.65","1.52","1.52"
"Coppersand Juggernaut","Coppersand","Colossus","Monster","2","0","Boneborn Fodder","Boneborn","Skeletons","Chaff","1","1","969","969","0","0","4","3","7","24","1.78","0.97","2.62","0.02","0.02"
"Coppersand Bladestorms","Coppersand","Golems","Attack Infantry","2","0","Redspines Pincushions","Redspines","Warband","Infantry","1","3","480","222","258","0","83","113","196","324","1.40","0.87","1.43","0.90","0.90"
"Coppersand Minetomatons","Coppersand","Golems","Unique","2","0","Scaled Empire Cannonade","Scaled Empire","Firepower","War Machine","2","0","1000","987","13","0","0","0","0","0","1.02","2.77","4.77","0.01","0.02"
"Coppersand Clay Golems","Coppersand","Golems","Heavy Infantry","2","0","Redspines Executioner","Redspines","Leader","Warrior Hero","3","0","52","29","23","0","138","673","811","137","1.32","0.27","0.62","0.83","2.51"
"Coppersand Overseer","Coppersand","Colossus","Monster","2","0","Gobbo Goblings","Gobbo","Goblins","Chaff","1","1","602","139","463","0","56","193","249","149","1.88","0.66","1.85","1.84","1.84"
"Coppersand Juggernaut","Coppersand","Colossus","Monster","2","0","Boneborn Shieldbearers","Boneborn","Skeletons","Heavy Infantry","1","2","733","733","0","0","31","101","132","135","2.12","0.76","1.52","0.35","0.35"
"Coppersand Bladestorms","Coppersand","Golems","Attack Infantry","2","0","Redspines Meatwads","Redspines","Huskarls","Heavy Infantry","2","0","142","8","134","0","273","475","748","110","1.74","0.56","0.90","1.89","3.32"
"Coppersand Minetomatons","Coppersand","Golems","Unique","2","0","Scaled Empire Mortar Company","Scaled Empire","Firepower","War Machine","2","0","1000","992","8","0","0","0","0","0","1.02","2.79","4.79","0.01","0.01"
"Coppersand Clay Golems","Coppersand","Golems","Heavy Infantry","2","0","Redspines Raidleader","Redspines","Leader","Cav Hero","3","0","633","571","62","0","183","24","207","160","1.85","1.22","3.41","0.27","0.64"
"Coppersand Overseer","Coppersand","Colossus","Monster","2","0","Gobbo Poppers","Gobbo","Goblins","Infantry","1","2","429","81","348","0","50","290","340","231","1.97","0.48","1.14","1.54","1.54"
"Coppersand Juggernaut","Coppersand","Colossus","Monster","2","0","Boneborn Tomb Titan","Boneborn","Bonegiant","Monster","2","0","361","361","0","0","79","169","248","391","1.77","0.44","0.92","0.25","0.57"
"Coppersand Bladestorms","Coppersand","Golems","Attack Infantry","2","0","Redspines Blood-dancers","Redspines","Huskarls","Fast Infantry","2","0","215","12","203","0","133","590","723","62","1.64","0.48","0.75","2.06","3.69"
"Coppersand Minetomatons","Coppersand","Golems","Unique","2","0","Scaled Empire War Organ","Scaled Empire","Firepower","War Machine","2","0","1000","991","9","0","0","0","0","0","1.02","2.79","4.78","0.01","0.01"
"Coppersand Clay Golems","Coppersand","Golems","Heavy Infantry","2","0","Redspines Battleboar","Redspines","Leader","Monster Hero","3","0","345","263","82","0","325","161","486","169","2.39","0.94","2.42","0.57","1.93"
"Coppersand Overseer","Coppersand","Colossus","Monster","2","0","Gobbo Wolfcarts","Gobbo","Chariots","Chariot","2","0","51","2","49","0","102","829","931","18","1.70","0.15","0.33","1.41","4.22"
"Coppersand Juggernaut","Coppersand","Colossus","Monster","2","0","Boneborn Grave Beast","Boneborn","Bonegiant","Monster","2","0","583","583","0","0","276","21","297","120","1.53","0.86","2.59","0.30","1.11"
"Coppersand Bladestorms","Coppersand","Golems","Attack Infantry","2","0","Redspines Quillsprays","Redspines","Huskarls","Unique","2","0","454","45","409","0","53","372","425","121","1.89","0.79","1.28","1.62","2.80"
"Coppersand Minetomatons","Coppersand","Golems","Unique","2","0","Scaled Empire Outriders","Scaled Empire","Cavalry","Light Cavalry","2","0","996","782","214","0","4","0","4","0","1.14","2.32","4.14","0.28","0.28"
"Coppersand Clay Golems","Coppersand","Golems","Heavy Infantry","2","0","Coppersand Master Sapper","Coppersand","Leader","Support Hero","3","0","854","726","128","0","122","5","127","19","2.25","2.17","6.25","0.26","0.73"
"Coppersand Overseer","Coppersand","Colossus","Monster","2","0","Gobbo Bangwagons","Gobbo","Chariots","Unique","2","0","22","22","0","0","0","0","0","978","1.00","0.02","0.03","0.00","0.00"
"Coppersand Juggernaut","Coppersand","Colossus","Monster","2","0","Boneborn Skullclops","Boneborn","Bonegiant","Monster","2","0","634","634","0","0","41","44","85","281","1.60","0.68","1.56","0.09","0.21"
"Coppersand Bladestorms","Coppersand","Golems","Attack Infantry","2","0","Redspines Raiders","Redspines","Boar Riders","Light Cavalry","2","0","459","271","188","0","91","117","208","333","1.42","0.81","1.30","0.51","0.78"
"Coppersand Minetomatons","Coppersand","Golems","Unique","2","0","Scaled Empire Wyrmknights","Scaled Empire","Cavalry","Flyer","2","0","841","265","576","0","25","62","87","72","1.55","1.67","2.90","1.05","1.76"
"Coppersand Clay Golems","Coppersand","Golems","Heavy Infantry","2","0","Coppersand Gatebreaker","Coppersand","Leader","Monster Hero","3","0","450","393","57","0","324","84","408","142","2.16","1.21","3.25","0.47","1.20"
"Coppersand Overseer","Coppersand","Colossus","Monster","2","0","Gobbo Hunting Party","Gobbo","Chariots","Chariot","2","0","404","48","356","0","68","406","474","122","2.44","0.47","1.22","1.02","2.87"
"Coppersand Juggernaut","Coppersand","Colossus","Monster","2","0","Boneborn Necromancers","Boneborn","Liches","Support Mage","2","0","791","791","0","0","19","19","38","171","1.74","0.81","1.69","0.07","0.12"
"Coppersand Bladestorms","Coppersand","Golems","Attack Infantry","2","0","Redspines Woedriders","Redspines","Boar Riders","Heavy Cavalry","2","0","272","149","123","0","211","320","531","197","1.54","0.66","1.06","1.04","1.73"
"Coppersand Minetomatons","Coppersand","Golems","Unique","2","0","Scaled Empire Dragoons","Scaled Empire","Cavalry","Heavy Cavalry","2","0","637","152","485","0","90","195","285","78","1.89","1.29","2.22","1.34","2.30"
"Coppersand Clay Golems","Coppersand","Golems","Heavy Infantry","2","0","Coppersand The Warforger","Coppersand","Leader","Warrior Hero","3","0","823","731","92","0","147","2","149","28","2.23","2.13","6.16","0.24","0.63"
"Coppersand Overseer","Coppersand","Colossus","Monster","2","0","Gobbo Starchucker","Gobbo","Hurtbox","War Machine","2","0","990","883","107","0","5","0","5","5","1.38","1.00","3.43","0.11","0.16"
"Coppersand Juggernaut","Coppersand","Colossus","Monster","2","0","Boneborn Terrormancers","Boneborn","Liches","Attack Mage","2","0","596","596","0","0","41","140","181","223","1.84","0.64","1.21","0.29","0.46"
"Coppersand Bladestorms","Coppersand","Golems","Attack Infantry","2","0","Redspines Screamers","Redspines","Boar Riders","Light Cavalry","2","0","354","241","113","0","116","164","280","366","1.35","0.64","1.01","0.54","0.86"
"Coppersand Minetomatons","Coppersand","Golems","Unique","2","0","Scaled Empire Twohanders","Scaled Empire","Veterans","Infantry","2","0","336","336","0","0","85","274","359","305","1.41","0.58","0.95","0.82","0.82"
"Coppersand Clay Golems","Coppersand","Golems","Heavy Infantry","2","0","Coppersand Crackshot","Coppersand","Leader","Archer Hero","3","0","905","799","106","0","84","0","84","11","1.99","2.25","6.58","0.19","0.46"
"Coppersand Overseer","Coppersand","Colossus","Monster","2","0","Gobbo Boombox","Gobbo","Hurtbox","War Machine","2","0","988","900","88","0","7","0","7","5","1.40","1.00","3.38","0.10","0.15"
"Coppersand Juggernaut","Coppersand","Colossus","Monster","2","0","Boneborn Blood Mages","Boneborn","Liches","Attack Infantry","2","0","139","139","0","0","32","596","628","233","1.37","0.17","0.28","1.04","1.76"
"Coppersand Bladestorms","Coppersand","Golems","Attack Infantry","2","0","Redspines Valkryies","Redspines","Warwitches","Support Mage","2","0","629","400","229","0","65","68","133","238","1.46","1.08","1.77","0.44","0.69"
"Coppersand Minetomatons","Coppersand","Golems","Unique","2","0","Scaled Empire Bluemasks","Scaled Empire","Veterans","Heavy Infantry","2","0","837","399","438","0","65","26","91","72","1.70","1.78","3.10","1.17","1.17"
"Coppersand Clay Golems","Coppersand","Golems","Heavy Infantry","2","0","Coppersand The Zeppelin","Coppersand","Leader","War Machine Hero","3","0","881","645","236","0","114","4","118","1","3.22","2.65","7.70","0.35","1.65"
"Coppersand Overseer","Coppersand","Colossus","Monster","2","0","Gobbo Firetruck","Gobbo","Hurtbox","Monster","2","0","355","211","144","0","85","272","357","288","2.62","0.44","1.09","0.50","1.30"
"Coppersand Juggernaut","Coppersand","Colossus","Monster","2","0","Boneborn Wall of Flesh","Boneborn","Zombies","Heavy Infantry","2","0","5","5","0","0","149","821","970","25","2.79","0.15","0.41","3.83","7.19"
"Coppersand Bladestorms","Coppersand","Golems","Attack Infantry","2","0","Redspines Furies","Redspines","Warwitches","Attack Mage","2","0","276","161","115","0","124","175","299","425","1.36","0.53","0.82","0.55","0.85"
"Coppersand Minetomatons","Coppersand","Golems","Unique","2","0","Scaled Empire Jetbreaths","Scaled Empire","Veterans","Attack Infantry","2","0","929","487","442","0","22","15","37","34","1.43","1.99","3.52","0.90","0.90"
"Coppersand Clay Golems","Coppersand","Golems","Heavy Infantry","2","0","Scaled Empire The General","Scaled Empire","Leader","Hybrid Mage Hero","3","0","751","715","36","0","234","5","239","10","2.18","2.21","6.34","0.28","0.73"
"Coppersand Overseer","Coppersand","Colossus","Monster","2","0","Gobbo Flagellants","Gobbo","Priests","Attack Infantry","2","0","4","4","0","0","27","908","935","61","1.10","0.03","0.05","2.80","2.80"
"Coppersand Juggernaut","Coppersand","Colossus","Monster","2","0","Boneborn Ghouls","Boneborn","Zombies","Fast Infantry","2","0","219","219","0","0","24","482","506","275","2.44","0.24","0.36","1.38","2.49"
"Coppersand Bladestorms","Coppersand","Golems","Attack Infantry","2","0","Redspines Harvesters","Redspines","Warwitches","Support Mage","2","0","138","17","121","0","122","615","737","125","1.55","0.33","0.50","1.24","2.86"
"Coppersand Minetomatons","Coppersand","Golems","Unique","2","0","Gobbo Boomshaman","Gobbo","Leader","Hybrid Mage Hero","3","0","463","463","0","0","0","0","0","537","1.00","0.64","0.99","0.00","0.00"
"Coppersand Clay Golems","Coppersand","Golems","Heavy Infantry","2","0","Scaled Empire Commando","Scaled Empire","Leader","Warrior Hero","3","0","362","318","44","0","513","60","573","65","2.13","1.55","4.12","0.62","2.01"
