Id,Name,Unit,Include,Faction,Class,Comparison Class,Base Block,Tier,Cost,Equips,Number,Movement,Melee Hit,Ranged Hit,Attacks,HP,Block,Powers,Spells,Banners,Spears,Axes,Clubs,Offhand,Shields,Ranged,Move Colour,HP Colour,Attacks Colour,Melee Colour,Ranged Colour,Block Colour,L1 Colour,L2 Colour,L1 Text Colour,L2 Text Colour,Faction Icon,Min Speed,Total Wounds,Predicted Hits to Kill,EAPM,EAPR,Poison Mult,Ret Bonus,Predicted Hits per Round,Base Score,Exclude From Averages
07_2B_2,Wyrmknights,Scaled Empire Wyrmknights,TRUE,Scaled Empire,Cavalry,Flyer,6,2,,,4,3,5,5,2,2,6,"<b>Regiment</b> - Gains +1 to leadership rolls while adjacent to a detachment.

<b>Flying</b> - This unit can move over other units and obstacles

<b>Manoeuvrable</b> - May turn once at any point during a move or hustle",,,,,,1,1,,#3467FF,#2b9800,#2b9800,#cc0000,#000000,#000000,#c9daf8,#00399e,#000000,#ffffff,empire.png,2,8,9.60,2,8,1.00,0.00,2.67,13.6,FALSE
07_2B_3,Dragoons,Scaled Empire Dragoons,TRUE,Scaled Empire,Cavalry,Heavy Cavalry,6,2,,,4,2,5,-,2,2,4,"<b>Regiment</b> - Gains +1 to leadership rolls while adjacent to a detachment.

<b>Impact Hits d3</b> - If you get a charge bonus, do d3 attacks per model hitting on 4+. These count towards who won combat.",,,2,2,2,,2,,#2b9800,#2b9800,#2b9800,#cc0000,#000000,#000000,#c9daf8,#00399e,#000000,#ffffff,empire.png,2,8,16.00,2,8,1.00,0.00,2.67,20,FALSE
07_2C_1,Twohanders,Scaled Empire Twohanders,TRUE,Scaled Empire,Veterans,Infantry,5,2,,,6,1,4,-,1,1,5,"<b>Regiment</b> - Gains +1 to leadership rolls while adjacent to a detachment.

<b>Unbreakable</b> - Can't flee

<b>Cleave</b> - Each hit does 2 wounds that can be split across multiple models.",,,,2,2,,,,#000000,#000000,#000000,#000000,#000000,#000000,#c9daf8,#00399e,#000000,#ffffff,empire.png,1,6,9.00,1,6,1.00,0.00,3.00,13.5,FALSE
07_2C_2,Bluemasks,Scaled Empire Bluemasks,TRUE,Scaled Empire,Veterans,Heavy Infantry,5,2,,,6,1,5,-,1,1,4,"<b>Regiment</b> - Gains +1 to leadership rolls while adjacent to a detachment.

<b>Fearful Presence</b> - Enemy units in range 2 subtract one from rolls to flee. Natural 6s still always pass.",,,2,2,2,2,2,2,#000000,#000000,#000000,#000000,#000000,#000000,#c9daf8,#00399e,#000000,#ffffff,empire.png,1,6,12.00,1,6,1.00,0.00,2.00,15,FALSE
07_2C_3,Jetbreaths,Scaled Empire Jetbreaths,TRUE,Scaled Empire,Veterans,Attack Infantry,5,2,,,6,1,5,5,1,1,5,"<b>Regiment</b> - Gains +1 to leadership rolls while adjacent to a detachment.

<b>Breath Weapons</b> - Special attack: Once per battle, instead of attacking as normal this unit may use a breath weapon. Each model in this unit rolls an attack for every 2 models in the enemy unit (rounded up), hitting on 6s. ",,,2,2,2,2,2,1,#000000,#000000,#000000,#000000,#000000,#2b9800,#c9daf8,#00399e,#000000,#ffffff,empire.png,1,6,9.00,1,6,1.00,0.00,2.00,12,FALSE
L01_3_A,Boomshaman,Gobbo Boomshaman,TRUE,Gobbo,Leader,Hybrid Mage Hero,,3,,2,1,1,2,-,d6,4,-,"<b>Master of Munitions</b> - Explosive units and direct hits by Boomboxes gain splash. For every wound dealt, all adjacent units take a hit on a 5+, AP1. 

<b>Explosive</b> - Dies after combat.

<b>Powder Keg</b> - d6 attacks per model.

<b>AP 4</b> - Reduce block rolls by 4.

<b>Lit Fuses</b> - When this unit dies, all adjacent units take d6 attacks hitting on 4+ with AP2. ",3,,,,,,,,#000000,#cc0000,#2b9800,#3467FF,#000000,#cc0000,#00dd28,#00941A,#000000,#ffffff,gobbos.png,1,4,4.00,3.5,4,1.00,0.00,2.92,8.375,TRUE
L01_3_B,Weirdweaver,Gobbo Weirdweaver,TRUE,Gobbo,Leader,Mage Hero,,3,,4,1,1,4,-,3,4,5,"<b>Chaoscaller</b> - Once per turn, you may reroll a single die, unless it was a 1 or a 6.

<b>Miscasts</b> - Takes 1 damage whenever it rolls a 1 to cast a spell.

<b>Uncanny Protection</b> - Block may not be reduced beneath 5.

<b>Mage</b> - Can cast two spells a turn",3,,,,,,,,#000000,#cc0000,#cc0000,#000000,#000000,#000000,#00dd28,#00941A,#000000,#ffffff,gobbos.png,1,4,6.00,3,3,1.00,0.00,1.50,8.25,TRUE
L01_3_C,Cap'n Bangtidy,Gobbo Cap'n Bangtidy,TRUE,Gobbo,Leader,War Machine Hero,,3,,3,1,2,4,4,4,7,5,"<b>Broadside</b> - Free action: Fire a shot directly left or right. It hits all units directly in range d6. If it's a 1, it does 1 damage to this unit instead. Each shot does 3 attacks per unit, hitting on 4+, with multiwound 2. Can be fired in combat.

<b>Friendly Fire</b> - Can shoot into combat and into friendly units.

<b>Impact Hits d3</b> - If you get a charge bonus, do d3 attacks per model hitting on 4+. These count towards who won combat.

<b>Chariot</b> - Can't sidestep",,,3,3,3,3,2,,#2b9800,#2b9800,#000000,#000000,#2b9800,#000000,#00dd28,#00941A,#000000,#ffffff,gobbos.png,1,7,10.50,4,4,1.00,0.00,2.00,13.5,TRUE
L01_3_D,Funguspeddler,Gobbo Funguspeddler,TRUE,Gobbo,Leader,Warrior Hero,,3,,3,1,1,3,-,9,6,-,"<b>Dose Up</b> - Free action: Select a target friendly unit and roll a die. This turn they hit on that value. If you roll a 1, they hit on 2+, but also die at the end of the turn. ",,,,3,3,,,,#000000,#000000,#2b9800,#2b9800,#000000,#cc0000,#00dd28,#00941A,#000000,#ffffff,gobbos.png,1,6,6.00,9,9,1.00,0.00,6.00,15,FALSE
L01_3_E,The Green Wolf,Gobbo The Green Wolf,TRUE,Gobbo,Leader,Cav Hero,,3,,3,1,2,3,4,5,6,5,"<b>Impact Hits 2</b> - If you get a charge bonus, do 2 attacks  hitting on 4+. These count towards who won combat.

<b>Retreat</b> - After combat, instead of rotating, you may move back 2 spaces. Do not change facing. If this moves the unit off the board, it is lost.",,,3,3,3,3,3,3,#2b9800,#000000,#000000,#2b9800,#2b9800,#000000,#00dd28,#00941A,#000000,#ffffff,gobbos.png,1,6,9.00,5,5,1.00,0.00,3.33,14,FALSE
L02_3_A,The Ratking,Ratkin The Ratking,TRUE,Ratkin,Leader,Unique Hero,,3,,2,1,1,4,-,9,3,5,"<b>Ring of Rats</b> - When the Ratking dies, each friendly ratkin unit heals by d6. ",,,,,,,,,#000000,#cc0000,#2b9800,#000000,#000000,#000000,#ffb380,#733d00,#000000,#ffffff,rats.png,1,3,4.50,9,9,1.00,0.00,4.50,11.25,FALSE
L02_3_B,The Cabal,Ratkin The Cabal,TRUE,Ratkin,Leader,Mage Hero,,3,,4,3,1,5,-,2,2,5,"<b>Tricksie Wizards</b> - Each Cabal member can cast a spell a turn.

<b>Miscasts</b> - Takes 1 damage whenever it rolls a 1 to cast a spell.

<b>Uncanny Protection</b> - Block may not be reduced below 5.",3,,3,,,,,,#000000,#000000,#000000,#cc0000,#000000,#000000,#ffb380,#733d00,#000000,#ffffff,rats.png,1,6,9.00,2,6,1.00,0.00,2.00,12,TRUE
L02_3_C,The Grand Rataltar,Ratkin The Grand Rataltar,TRUE,Ratkin,Leader,Hybrid Mage Hero,,3,,2,1,1,5,-,6,4,5,"<b>Sacrificial Altar</b> - Can use one Sacrifice as a free action each turn. It can use a different action as the action for the turn.

<b>Glorious Sacrifice</b> - Action: Target friendly unit  within 1 takes a wound. In combat this turn it gains +1 to hit and AP1.

<b>Occult Sacrifice</b> - Action: Target friendly unit  within 1 takes a wound. Cast a spell with a +1 bonus to casting.

<b>Terrifying Sacrifice</b> - Action: Target friendly unit within 1 takes a wound. The unit that took a wound flees. Any unit it was in combat with rolls to flee with a -1 penalty.",3,,,,3,,,,#000000,#cc0000,#2b9800,#cc0000,#000000,#000000,#ffb380,#733d00,#000000,#ffffff,rats.png,1,4,6.00,6,6,1.00,0.00,2.00,9,TRUE
L02_3_D,The Twins,Ratkin The Twins,TRUE,Ratkin,Leader,Warrior Hero,,3,,3,2,2,4,4,4,3,5,"<b>Flanking Attack</b> - While both twins are alive, the twins count as attacking in the flank. If they are already in the flank, they count as attacking the rear.

<b>Cheese it</b> - When the first twin dies, stop taking damage and immediately flee.

<b>Multishot 3</b> - Ranged attacks roll 3 dice per model.",,,,3,,3,,3,#2b9800,#000000,#2b9800,#000000,#2b9800,#000000,#ffb380,#733d00,#000000,#ffffff,rats.png,1,6,9.00,4,8,1.00,0.00,4.00,15,FALSE
L02_3_E,The Packrat,Ratkin The Packrat,TRUE,Ratkin,Leader,Warrior Hero,,3,,5,1,2,4,4,5,5,4,"<b>Packrat</b> - May equip any number of weapons. Before each round of combat, choose which equipment to use.

<b>Filthy Looter</b> - After this unit deals damage, it may steal an item from the target. If this unit already has a weapon of the same class, discard that weapon. The wounded unit gains the discarded weapon.",,,3,3,3,3,3,3,#000000,#000000,#000000,#000000,#2b9800,#2b9800,#ffb380,#733d00,#000000,#ffffff,rats.png,1,5,10.00,5,5,1.00,0.00,2.50,13.75,FALSE
L03_3_A,Grand Necromancer,Boneborn Grand Necromancer,TRUE,Boneborn,Leader,Mage Hero,,3,,4,1,1,3,-,2,4,5,"<b>Unstable</b> - Instead of rolling to flee, lose 1 extra wound

<b>Practiced Necromancy</b> - Unstable units only lose an extra wound if they lose combat by at least 2.

<b>Uncanny Protection</b> - Block may not be reduced beneath 5.

<b>Mage</b> - Can cast two spells a turn",3,,,,,,,,#000000,#cc0000,#cc0000,#2b9800,#000000,#000000,#e0e0d3,#4d4d4d,#000000,#ffffff,skellies.png,1,4,6.00,2,2,1.00,0.00,1.33,8,TRUE
L03_3_B,Banshee Queen,Boneborn Banshee Queen,TRUE,Boneborn,Leader,Hybrid Mage Hero,,3,,2,1,1,3,-,3,4,3,"<b>Unstable</b> - Instead of rolling to flee, lose 1 extra wound

<b>Fearful Presence</b> - Enemy units in range 2 subtract one from rolls to flee. Natural 6s still always pass.

<b>Ethereal</b> - Ignores Armour Piercing

<b>Terrifying</b> - At the start of each round of combat, all enemy units in combat with it must roll to flee. If they flee out of combat, no combat takes place. ",2,,,,,,,,#000000,#cc0000,#cc0000,#2b9800,#000000,#3467FF,#e0e0d3,#4d4d4d,#000000,#ffffff,skellies.png,1,4,12.00,3,3,1.00,0.00,2.00,15,TRUE
L03_3_C,The Gravedigger,Boneborn The Gravedigger,TRUE,Boneborn,Leader,Warrior Hero,,3,,4,1,1,3,-,4,7,4,"<b>Unstable</b> - Instead of rolling to flee, lose 1 extra wound

<b>Corpsefinder</b> - Whenever an enemy unit in range 3 is wiped out, a unit of your choice may regain d6 wounds.",,,3,3,3,3,3,,#000000,#2b9800,#000000,#2b9800,#000000,#2b9800,#e0e0d3,#4d4d4d,#000000,#ffffff,skellies.png,1,7,14.00,4,4,1.00,0.00,2.67,18,FALSE
L03_3_D,Dracolich,Boneborn Dracolich,TRUE,Boneborn,Leader,Monster Hero,,3,,0,1,3,3,-,5,8,5,"<b>Unstable</b> - Instead of rolling to flee, lose 1 extra wound

<b>Flying</b> - This unit can move over other units and obstacles

<b>Manoeuvrable</b> - May turn once at any point during a move or hustle",2,,,3,3,3,,,#3467FF,#3467FF,#000000,#2b9800,#000000,#000000,#e0e0d3,#4d4d4d,#000000,#ffffff,skellies.png,1,8,12.00,5,5,1.00,0.00,3.33,17,FALSE
L03_3_E,Archrevenant,Boneborn Archrevenant,TRUE,Boneborn,Leader,Warrior Hero,,3,,3,1,1,3,-,5,6,5,"<b>Unstable</b> - Instead of rolling to flee, lose 1 extra wound

<b>Archrevenant</b> - After combat, heal this unit one wound for each wound dealt in combat. Can resurrect models. Limited to the starting size.",,,3,3,3,3,3,,#000000,#000000,#000000,#2b9800,#000000,#000000,#e0e0d3,#4d4d4d,#000000,#ffffff,skellies.png,1,6,9.00,5,5,1.00,0.00,3.33,14,FALSE
L04_3_A,Huntmistress,Silk Court Huntmistress,TRUE,Silk Court,Leader,Archer Hero,,3,,3,1,2,4,3,4,5,5,"<b>Poison</b> - 6s to hit can't be saved

<b>Deceptive Shots</b> - All units in army are able to shoot into flank or rear of units that are in combat. These wounds count towards that unit's combat resolution this turn.

<b>Multishot 3</b> - Ranged attacks roll 3 dice.

<b>Volley Fire</b> - Can fire ranged attacks over other units.

<b>Manoeuvrable</b> - May turn once at any point during a move or hustle",,,3,3,3,3,,3,#2b9800,#000000,#000000,#000000,#3467FF,#000000,#f1baff,#2d2d2d,#000000,#ffffff,spiders.png,1,5,7.50,4,4,1.11,0.00,2.22,10.83333333,FALSE
L04_3_B,Court Poisoner,Silk Court Court Poisoner,TRUE,Silk Court,Leader,Hybrid Mage Hero,,3,,2,1,1,4,4,4,5,5,"<b>Wretched Poisons</b> - Units that takes one or more poison wounds from a friendly unit must roll to flee with a -1 penalty. If the unit is in combat, it makes this roll at the end of turn.

<b>Poison</b> - 6s to hit can't be saved

<b>Virulent</b> - Any unit wounded by this unit becomes Poisoned. At the end of each of the controlling players turns, Poisoned units take a wound on a 4+ with no armour saves allowed.",2,,,,,3,,3,#000000,#000000,#000000,#000000,#2b9800,#000000,#f1baff,#2d2d2d,#000000,#ffffff,spiders.png,1,5,7.50,4,4,1.11,0.00,2.22,10.83333333,TRUE
L04_3_C,Mistress of Whispers,Silk Court Mistress of Whispers,TRUE,Silk Court,Leader,Mage Hero,,3,,2,1,1,4,-,3,4,5,"<b>Poison</b> - 6s to hit can't be saved

<b>Pull Strings</b> - Action: Swap the position of two friendly facedown units

<b>Mage</b> - Can cast two spells a turn",3,,,,,3,,,#000000,#cc0000,#cc0000,#000000,#000000,#000000,#f1baff,#2d2d2d,#000000,#ffffff,spiders.png,1,4,6.00,3,3,1.11,0.00,1.67,8.5,TRUE
L04_3_D,Handmaid,Silk Court Handmaid,TRUE,Silk Court,Leader,Mage Hero,,3,,4,1,1,4,-,3,4,5,"<b>Poison</b> - 6s to hit can't be saved

<b>Another's Bidding</b> - When casting spells, this unit may select any friendly unit as the origin of a spell

<b>Mage</b> - Can cast two spells a turn",3,,,,,3,,,#000000,#cc0000,#cc0000,#000000,#000000,#000000,#f1baff,#2d2d2d,#000000,#ffffff,spiders.png,1,4,6.00,3,3,1.11,0.00,1.67,8.5,TRUE
L04_3_E,Broodmother,Silk Court Broodmother,TRUE,Silk Court,Leader,Monster Hero,,3,,2,1,2,4,-,6,8,4,"<b>Poison</b> - 6s to hit can't be saved

<b>Center of the Web</b> - Gain +1 attack for each adjacent friendly unit

<b>Virulent 4+</b> - Any unit wounded by this unit becomes Poisoned. At the end of each of the controlling players turns, Poisoned units take a wound on a 4+ with no armour saves allowed.",,,3,3,3,,,,#2b9800,#3467FF,#2b9800,#000000,#000000,#2b9800,#f1baff,#2d2d2d,#000000,#ffffff,spiders.png,1,8,16.00,6,6,1.11,0.00,3.33,21,FALSE
L05_3_A,Crowcaller,Redspines Crowcaller,TRUE,Redspines,Leader,Mage Hero,,3,,3,1,1,4,-,3,5,5,"<b>Vengence</b> - When this unit blocks in combat, it still takes 1 wound. The unit that attacked takes 1 wound as well.

<b>Mage</b> - Can cast two spells a turn.

<b>Bloodspells</b> - While this unit is wounded, gain +1 to casting.

<b>Uncanny Protection</b> - Block may not be reduced beneath 5.

<b>Protective Markings</b> - When this unit blocks due to Vengence, it does not take a wound.",3,,3,3,3,3,,,#000000,#000000,#cc0000,#000000,#000000,#000000,#e78e7e,#cf0000,#000000,#ffffff,redspines.png,1,5,7.50,3,3,1.00,0.67,2.17,10.75,TRUE
L05_3_B,The Brewer,Redspines The Brewer,TRUE,Redspines,Leader,Mage Hero,,3,,3,1,1,5,-,3,4,5,"<b>Vengence</b> - When this unit blocks in combat, it still takes 1 wound. The unit that attacked takes 1 wound as well.

<b>Cauldron</b> - When Vengence triggers on an adjacent friendly unit, it does 2 wounds per block rolled.

<b>Uncanny Protection</b> - Block may not be reduced beneath 5.

<b>Protective Markings</b> - When this unit blocks due to Vengence, it does not take a wound.",3,,,,,3,,,#000000,#cc0000,#cc0000,#cc0000,#000000,#000000,#e78e7e,#cf0000,#000000,#ffffff,redspines.png,1,4,6.00,3,3,1.00,0.67,1.67,8.5,TRUE
L05_3_C,Executioner,Redspines Executioner,TRUE,Redspines,Leader,Warrior Hero,,3,,3,1,1,3,5,6,7,5,"<b>Vengence</b> - When this unit blocks in combat, it still takes 1 wound. The unit that attacked takes 1 wound as well.

<b>Multiwound 2</b> - Each hit does 2 wounds to a single model.

 <b>Killing Blow</b> - Before each round of combat, you may choose to forfeit any number of attack dice. Each die forfeited increases Multiwound by 1.",,,,3,,,1,3,#000000,#2b9800,#2b9800,#2b9800,#000000,#000000,#e78e7e,#cf0000,#000000,#ffffff,redspines.png,1,7,7.00,6,6,1.00,0.67,4.67,14,FALSE
L05_3_D,Raidleader,Redspines Raidleader,TRUE,Redspines,Leader,Cav Hero,,3,,3,1,2,3,4,5,6,5,"<b>Vengence</b> - When this unit blocks in combat, it still takes 1 wound. The unit that attacked takes 1 wound as well.

<b>Aggressive Flanking</b> - When a friendly unit moves into the flank or rear of an enemy, do 1 attack per model hitting on 4+. These count towards who won combat.

<b>Master of Movement</b> - Friendly units may turn 90 degrees after moving.

<b>Uncanny Protection</b> - Block may not be reduced beneath 5.",,,3,3,3,3,3,3,#2b9800,#000000,#000000,#2b9800,#2b9800,#000000,#e78e7e,#cf0000,#000000,#ffffff,redspines.png,1,6,6.00,5,5,1.00,0.67,4.00,12,FALSE
L05_3_E,Battleboar,Redspines Battleboar,TRUE,Redspines,Leader,Monster Hero,,3,,0,1,2,4,-,5,9,4,"<b>Vengence</b> - When this unit blocks in combat, it still takes 1 wound. The unit that attacked takes 1 wound as well.

<b>Buck Wildly</b> - Whenever this unit deals a wound through vengence, deal it to all adjacent enemy units.

<b>Manoeuvrable</b> - May turn once at any point during a move or hustle",,,,,,,,,#2b9800,#3467FF,#000000,#000000,#000000,#2b9800,#e78e7e,#cf0000,#000000,#ffffff,redspines.png,1,9,9.00,5,5,1.00,1.00,3.50,14.25,FALSE
L06_3_A,Master Sapper,Coppersand Master Sapper,TRUE,Coppersand,Leader,Support Hero,,3,,3,1,2,4,4,4,6,5,"<b>Mechanics</b> - At the start of your turn, heal 1 wound on an adjacent construct.
<b>Battlefield Prep</b> - During deployment, instead of placing a unit, place a mine on any empty square on the battlefield. The first unit to enter that tile takes d6 attacks hitting on 2+ with AP2. 
<b>Sensibly Entrenched</b> - Enemy units that move adjacent to this unit are disrupted. Each model in the unit takes a wound, hitting on that unit's block score. 
<b>Landbreaker</b> - Free Action: Once per game, place an obstacle in range 2 that blocks movement and shooting. 
<b>Multishot 2</b> - Ranged attacks roll 2 dice.
<b>Fire on the Move</b> - Can shoot after moving",,,3,3,3,3,3,3,#2b9800,#000000,#000000,#000000,#2b9800,#000000,#ffb317,#cf6c23,#000000,#ffffff,gremlins.png,1,6,9.00,4,4,1.00,0.00,2.00,12,FALSE
L06_3_B,Gatebreaker,Coppersand Gatebreaker,TRUE,Coppersand,Leader,Monster Hero,,3,,4,1,2,3,-,2x3,6,5,"<b>Construct</b> - Immune to fear checks while adjacent to a mechanic. Dies if it flees.

<b>Four Arms</b> - Wields two sets of weapons. This unit performs a round of attacks with one set of weapons, then a second round of attacks with a second set of weapons. ",,,3,3,3,3,3,,#2b9800,#000000,#2b9800,#2b9800,#000000,#000000,#ffb317,#cf6c23,#000000,#ffffff,gremlins.png,1,6,9.00,6,6,1.00,0.00,4.00,15,FALSE
L06_3_C,The Warforger,Coppersand The Warforger,TRUE,Coppersand,Leader,Warrior Hero,,3,,5,1,1,4,4,4,5,4,"<b>Mechanics</b> - At the start of your turn, heal 1 wound on an adjacent construct.

<b>Coppersmith's Upgrade</b> - After deployment, replace one equipment on any unit with any other piece of equipment of that type. Show your opponent the type. The unit does not need to be able to equip an item of that tier.

<b>Custom Tools</b> - Can equip two weapons. Their effects stack. ",,,3,3,3,3,3,3,#000000,#000000,#000000,#000000,#2b9800,#2b9800,#ffb317,#cf6c23,#000000,#ffffff,gremlins.png,1,5,10.00,4,4,1.00,0.00,2.00,13,FALSE
L06_3_D,Crackshot,Coppersand Crackshot,TRUE,Coppersand,Leader,Archer Hero,,3,,4,1,1,4,3,4,5,5,"<b>Mechanics</b> - At the start of your turn, heal 1 wound on an adjacent construct.

<b>Riflemaker</b> - All ranged weapons in the army gain AP1.

<b>Entrench</b> - Units that move adjacent to this unit are disrupted. Each model in the unit takes a wound, hitting on that unit's block score. This affects friendly units as well.

<b>Multishot 3</b> - Ranged attacks roll 3 dice.

<b>Long Range</b> - All ranged weapons gain 1 range.",,,3,,,3,3,3,#000000,#000000,#000000,#000000,#3467FF,#000000,#ffb317,#cf6c23,#000000,#ffffff,gremlins.png,1,5,7.50,4,4,1.00,0.00,2.00,10.5,FALSE
L06_3_E,The Zeppelin,Coppersand The Zeppelin,TRUE,Coppersand,Leader,War Machine Hero,,3,,2,1,2,5,4,3,8,5,"<b>Construct</b> - Immune to fear checks while adjacent to a mechanic. Dies if it flees.

<b>Flying</b> - This unit can move over other units and obstacles. 
<b>Airborne</b> - Melee attacks against this are at -1. Natural 6s still always hit. This unit may always move out of combat. 
<b>Bomber</b> - If this unit moves over an enemy unit, do d6+1 attacks hitting on 5+ with AP1.

<b>Multishot 2</b> - Ranged attacks roll 2 dice.
<b>Fire on the Move</b> - Can shoot after moving
<b>Firing platform</b> - This unit can shoot from the front, flank or rear.",,,,,,,,3,#2b9800,#3467FF,#cc0000,#cc0000,#2b9800,#000000,#ffb317,#cf6c23,#000000,#ffffff,gremlins.png,1,8,12.00,3,3,1.00,0.00,1.00,13.5,TRUE
L07_3_A,The General,Scaled Empire The General,TRUE,Scaled Empire,Leader,Hybrid Mage Hero,,3,,4,1,1,4,5,4,5,4,"<b>Officer</b> - When a ranged attack targets this unit, you may nominate an adjacent friendly regiment as the target instead. 

<b>General's Banner</b> - All friendly units get a bonus of 1 towards who won combat.

<b>General's Spirit</b> - Other friendly units in the same combat as the general get a +1 bonus to melee attacks.",3,,3,3,3,3,3,3,#000000,#000000,#000000,#000000,#000000,#2b9800,#c9daf8,#00399e,#000000,#ffffff,empire.png,1,5,10.00,4,4,1.00,0.00,2.00,13,TRUE
L07_3_B,Commando,Scaled Empire Commando,TRUE,Scaled Empire,Leader,Warrior Hero,,3,,4,1,1,3,4,5,6,4,"<b>Officer</b> - When a ranged attack targets this unit, you may nominate an adjacent friendly regiment as the target instead. 

<b>Fearful Presence</b> - Enemy units in range 2 subtract one from rolls to flee. Natural 6s still always pass.

<b>Multishot 3</b> - Ranged attacks roll 3 dice per model.",,,3,3,3,3,3,3,#000000,#000000,#000000,#2b9800,#2b9800,#2b9800,#c9daf8,#00399e,#000000,#ffffff,empire.png,1,6,12.00,5,5,1.00,0.00,3.33,17,FALSE
L07_3_C,Archmage,Scaled Empire Archmage,TRUE,Scaled Empire,Leader,Mage Hero,,3,,3,1,1,4,-,3,4,5,"<b>Officer</b> - When a ranged attack targets this unit, you may nominate an adjacent friendly regiment as the target instead. 

<b>Uncanny Protection</b> - Block may not be reduced beneath 5.

<b>Mage</b> - Can cast two spells a turn

<b>Old Knowledge</b> - The first spell cast each turn gets +1 to cast",3,,,,,,,,#000000,#000000,#000000,#000000,#000000,#000000,#c9daf8,#00399e,#000000,#ffffff,empire.png,1,4,6.00,3,3,1.00,0.00,1.50,8.25,TRUE
L07_3_D,Wyrm Prince,Scaled Empire Wyrm Prince,TRUE,Scaled Empire,Leader,Monster Hero,,3,,0,1,3,3,-,3,8,5,"<b>Officer</b> - When a ranged attack targets this unit, you may nominate an adjacent friendly regiment as the target instead. 

<b>Flying</b> - This unit can move over other units and obstacles

<b>Manoeuvrable</b> - May turn once at any point during a move or hustle

<b>Natural Breath Weapon</b> - Bonus attack: Once per battle, before attacking as normal this unit may use a breath weapon. This unit rolls an attack for every model in the enemy unit, hitting on 5s. ",,,,,,,,,#3467FF,#3467FF,#000000,#2b9800,#000000,#000000,#c9daf8,#00399e,#000000,#ffffff,empire.png,1,8,12.00,3,3,1.00,0.00,2.00,15,FALSE
L07_3_E,Sharpshooter,Scaled Empire Sharpshooter,TRUE,Scaled Empire,Leader,Archer Hero,,3,,3,1,1,4,2,4,5,5,"<b>Officer</b> - When a ranged attack targets this unit, you may nominate an adjacent friendly regiment as the target instead. 

<b>Spotter</b> - Once per turn, reroll a friendly unit's missed ranged attack dice, or a friendly warmachine's special attack dice.

<b>Multishot 2</b> - Ranged attacks roll 2 dice.

<b>Long Range</b> - This unit's ranged weapons gain 1 range.",,,2,,,,,3,#000000,#000000,#000000,#000000,#3467FF,#000000,#c9daf8,#00399e,#000000,#ffffff,empire.png,1,5,7.50,4,4,1.00,0.00,2.00,10.5,FALSE
,Cyclops,Disciples Cyclops,,Disciples,Behemoth,,5,2,,,1,1,3,3,4,5,5,"<b>Rock Lobber</b> - Ranged Weapon - Range 4, AP -2, Multiwound 3. ",,,,,,,,,,,,,,,#5c9667,#004621,#000000,#ffffff,.png,1,5,7.50,4,4,1.00,0.00,2.67,11.5,FALSE
,Deserters,Castaways Deserters,,Castaways,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,#ffffff,.png,0,0,0.00,,0,1.00,0.00,0.00,0,FALSE
,Quillbeasts,Disciples Quillbeasts,,Disciples,Mongrels,Infantry,,1,2,,3,1,4,,2,2,5,"<b>Vengence</b> - When this unit blocks in combat, it still takes 1 wound. The unit that attacked takes 1 wound as well.",,,,,,,,,,,,,,,#5c9667,#004621,#000000,#ffffff,.png,1,6,6.00,2,6,1.00,0.67,3.67,11.5,FALSE
,Ratbeasts,Disciples Ratbeasts,,Disciples,Mongrels,Chaff,,1,1,,3,1,6,-,3,2,-,Unprotected,,,,,,,,,,,,,,,#5c9667,#004621,#000000,#ffffff,.png,1,6,6.00,3,9,1.00,0.00,1.50,8.25,FALSE
,Scalebeasts,Disciples Scalebeasts,,Disciples,Mongrels,Heavy Infantry,,1,2,,3,1,5,,2,2,4,,,,,,,,,,,,,,,,#5c9667,#004621,#000000,#ffffff,.png,1,6,12.00,2,6,1.00,0.00,2.00,15,FALSE
,Skybeasts,Disciples Skybeasts,,Disciples,Mongrels,Warriors,,1,3,,3,2,4,,2,2,5,Flap,,,,,,,,,,,,,,,#5c9667,#004621,#000000,#ffffff,.png,1,6,9.00,2,6,1.00,0.00,3.00,13.5,FALSE
,Spiderbeasts,Disciples Spiderbeasts,,Disciples,Mongrels,Archers,,1,3,,3,1,4,,2,2,5,"<b>Poison</b> - 6s to hit can't be saved
<b>Multishot 2</b> - Ranged attacks roll 2 dice.",,,,,,,,,,,,,,,#5c9667,#004621,#000000,#ffffff,.png,1,6,9.00,2,6,1.11,0.00,3.33,14,FALSE
,Warriors,Disciples Warriors,,Disciples,Mongrels,Warriors,,1,2,,3,1,4,6,2,2,5,<b>Multishot 2</b> - Ranged attacks roll 2 dice.,,,,,,,,,,,,,,,#5c9667,#004621,#000000,#ffffff,.png,1,6,9.00,2,6,1.00,0.00,3.00,13.5,FALSE
,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0.00,0,0,1.00,0.00,0.00,0,FALSE
,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0.00,0,0,1.00,0.00,0.00,0,FALSE
,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0.00,0,0,1.00,0.00,0.00,0,FALSE
